userid,usergroup_title,course_id,title,alias,catid
42779,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42779,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42779,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42779,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42783,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42783,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42783,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42783,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42787,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42787,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42787,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42787,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42791,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42791,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42791,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42791,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42795,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42795,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42795,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42795,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42799,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42799,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42799,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42799,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42803,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42803,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42803,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42803,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42807,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42807,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42807,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42807,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42811,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42811,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42811,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42811,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42815,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42815,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42815,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42815,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42819,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42819,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42819,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42819,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42823,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42823,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
42823,Core K-5 Year 1,42869,Globalizing Your Classroom ,copy-core-k-5-year-1-module-2,88
42823,Core K-5 Year 1,43669,Becoming a Global Educator,copy-core-k-5-year-1-module-1-training,88
42827,Core K-5 Year 1,42741,Beyond Your Classroom ,copy-core-k-5-year-1-module-4,88
42827,Core K-5 Year 1,42785,Culture in the Classroom ,copy-core-k-5-year-1-module-3,88
