userid,old usergroup,new_usergroup,new_usergroup,lc_access_id,course_id,course_name,course_alias,moduletype,catid,access
3510,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3510,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3510,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3510,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3510,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3510,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3511,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3511,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3511,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3511,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3511,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3511,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3511,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3511,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3512,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3512,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3512,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3512,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3512,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3512,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3512,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3512,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3512,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3512,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3512,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3512,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3512,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3512,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3512,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3512,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3516,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3516,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3516,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3516,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3516,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3516,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3516,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3516,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3517,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3517,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3517,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3517,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3517,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3517,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3517,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3517,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3517,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3517,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3517,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3517,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3517,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3517,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3517,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3517,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3518,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3518,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3518,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3518,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3518,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3518,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3518,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3518,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3518,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3518,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3518,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3518,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3521,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3521,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3521,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3521,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3521,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3521,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3521,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3521,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3521,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3521,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3521,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3521,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3521,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3521,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3521,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3521,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3525,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3525,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3525,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3525,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3525,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3525,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3525,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3525,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3527,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3527,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3527,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3527,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3527,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3527,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3527,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3527,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3527,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3527,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3527,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3527,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3527,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3527,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3527,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3527,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3528,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3528,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3528,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3528,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3528,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3528,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3528,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3528,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3530,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3530,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3530,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3530,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3530,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3530,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3530,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3530,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3532,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3532,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3532,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3532,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3532,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3532,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3532,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3532,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3532,34,58,DL K-5 Year 2,14,42885,Intercultural Competence in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-1,pd-copy,189,14
3532,34,58,DL K-5 Year 2,14,42889,Culturally Responsive Immersion Classroom (copy),copy-dl-k-5-year-2-module-2,pd-copy,189,14
3532,34,58,DL K-5 Year 2,14,42893,Inquiry-based Balanced Literacy (copy),copy-dl-k-5-year-2-module-3,pd-copy,189,14
3532,34,58,DL K-5 Year 2,14,42897,Student-led Projects in the Immersion Classroom (copy),copy-dl-k-5-year-2-module-4,pd-copy,189,14
3532,58,71,DL K-5 Year 3,15,42969,Reflective Practice in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-1,pd-copy,654,15
3532,58,71,DL K-5 Year 3,15,42973,Performance Assessments in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-2,pd-copy,654,15
3532,58,71,DL K-5 Year 3,15,42977,Creating a Student-Centered Immersion Classroom (copy),copy-dl-k-5-year-3-module-3,pd-copy,654,15
3532,58,71,DL K-5 Year 3,15,42981,Promoting Student Talk in the Immersion Classroom (copy),copy-dl-k-5-year-3-module-4,pd-copy,654,15
3535,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3535,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3535,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3535,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3535,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3535,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3535,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3535,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3537,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3537,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3537,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3537,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3537,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3537,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3537,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3537,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3583,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3583,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3583,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3583,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3583,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3583,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3583,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3583,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3602,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3602,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3602,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3602,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3602,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3602,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3602,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3602,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3608,12,13,Core 6-12 Year 2,8,42761,Intercultural Competence Inquiry (copy),copy-core-6-12-year-2-module-4,pd-copy,90,8
3608,12,13,Core 6-12 Year 2,8,42765,Mapping the Local and the Global (copy),copy-core-6-12-year-2-module-1,pd-copy,90,8
3608,12,13,Core 6-12 Year 2,8,42805,Visual Literacy and Inference Making (copy),copy-core-6-12-year-2-module-3,pd-copy,90,8
3608,12,13,Core 6-12 Year 2,8,42809,Global Interdependence Inquiry (copy),copy-core-6-12-year-2-module-2,pd-copy,90,8
3608,13,14,Core 6-12 Year 3,9,42773,Beyond Your Classroom (copy),copy-core-6-12-year-3-module-3,pd-copy,92,9
3608,13,14,Core 6-12 Year 3,9,42813,Engaging Students with Global Challenges (copy),copy-core-6-12-year-3-module-2,pd-copy,92,9
3608,13,14,Core 6-12 Year 3,9,42817,Understanding Student Global Competence (copy),copy-core-6-12-year-3-module-1,pd-copy,92,9
3608,13,14,Core 6-12 Year 3,9,42821,World Innovations (copy),copy-core-6-12-year-3-module-4,pd-copy,92,9
3608,14,70,Core 6-12 Year 4,69,42953,Framing Your Action Research Question (copy),copy-core-6-12-year-4-module-1,pd-copy,653,69
3608,14,70,Core 6-12 Year 4,69,42957,Planning and Implementing Your Action Research (copy),copy-core-6-12-year-4-module-2,pd-copy,653,69
3608,14,70,Core 6-12 Year 4,69,42961,Collecting Your Data and Summarizing Your Action Research Findings (copy),copy-core-6-12-year-4-module-3,pd-copy,653,69
3608,14,70,Core 6-12 Year 4,69,42965,Telling Your Action Research Story (copy),copy-core-6-12-year-4-module-4,pd-copy,653,69
3631,12,13,Core 6-12 Year 2,8,42761,Intercultural Competence Inquiry (copy),copy-core-6-12-year-2-module-4,pd-copy,90,8
3631,12,13,Core 6-12 Year 2,8,42765,Mapping the Local and the Global (copy),copy-core-6-12-year-2-module-1,pd-copy,90,8
3631,12,13,Core 6-12 Year 2,8,42805,Visual Literacy and Inference Making (copy),copy-core-6-12-year-2-module-3,pd-copy,90,8
3631,12,13,Core 6-12 Year 2,8,42809,Global Interdependence Inquiry (copy),copy-core-6-12-year-2-module-2,pd-copy,90,8
3631,13,14,Core 6-12 Year 3,9,42773,Beyond Your Classroom (copy),copy-core-6-12-year-3-module-3,pd-copy,92,9
3631,13,14,Core 6-12 Year 3,9,42813,Engaging Students with Global Challenges (copy),copy-core-6-12-year-3-module-2,pd-copy,92,9
3631,13,14,Core 6-12 Year 3,9,42817,Understanding Student Global Competence (copy),copy-core-6-12-year-3-module-1,pd-copy,92,9
3631,13,14,Core 6-12 Year 3,9,42821,World Innovations (copy),copy-core-6-12-year-3-module-4,pd-copy,92,9
3631,14,70,Core 6-12 Year 4,69,42953,Framing Your Action Research Question (copy),copy-core-6-12-year-4-module-1,pd-copy,653,69
3631,14,70,Core 6-12 Year 4,69,42957,Planning and Implementing Your Action Research (copy),copy-core-6-12-year-4-module-2,pd-copy,653,69
3631,14,70,Core 6-12 Year 4,69,42961,Collecting Your Data and Summarizing Your Action Research Findings (copy),copy-core-6-12-year-4-module-3,pd-copy,653,69
3631,14,70,Core 6-12 Year 4,69,42965,Telling Your Action Research Story (copy),copy-core-6-12-year-4-module-4,pd-copy,653,69
3651,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3651,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3651,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3651,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3651,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3651,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
3651,10,11,Core K-5 Year 3,6,42789,Engaging Students with Global Challenges (copy),copy-core-k-5-year-3-module-2,pd-copy,87,6
3651,10,11,Core K-5 Year 3,6,42793,Visual Literacy and Inference Making (copy),copy-core-k-5-year-3-module-3,pd-copy,87,6
3652,9,10,Core K-5 Year 2,5,42749,Intercultural Competence Inquiry (copy),copy-core-k-5-year-2-module-1,pd-copy,89,5
3652,9,10,Core K-5 Year 2,5,42753,Global Interdependence Inquiry (copy),copy-core-k-5-year-2-module-2,pd-copy,89,5
3652,9,10,Core K-5 Year 2,5,42757,Mapping the Local and the Global (copy),copy-core-k-5-year-2-module-4,pd-copy,89,5
3652,9,10,Core K-5 Year 2,5,42781,Internet and Society (copy),copy-core-k-5-year-2-module-3,pd-copy,89,5
3652,10,11,Core K-5 Year 3,6,42733,Understanding Student Global Competence (copy),copy-core-k-5-year-3-module-1,pd-copy,87,6
3652,10,11,Core K-5 Year 3,6,42737,World Innovations (copy),copy-core-k-5-year-3-module-4,pd-copy,87,6
